"ESTU";"REGISTRO";"ID_CIS";"MODE";"FECHAINI";"HORAINI";"FECHAFIN";"HORAFIN";"DURACION";"IDSCREEN";"CCAA";"PROV";"MUN";"TAMUNI";"NACIONALIDAD";"PAIS_NACIONALIDAD";"SEXO";"BIRTH";"MES_NACIMIENTO";"DECADA";"URBRURAL";"INTERNET";"QTIME_1";"QTIME_2";"QTIME_3";"INTERNETHH";"INTERNETMM";"C_SATISFVIDA";"HORA_INCIO_V";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V26A";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"VEGET_VEGAN";"UNION_1";"INTPOL";"LEFT_RIGHT";"IDEOL_CATEG_1";"IDEOL_CATEG_2";"IDEOL_CATEG_OTRA_1";"IDEOL_CATEG_OTRA_2";"LUGAR_NAC";"PAIS_NACIMIENTO";"YEAR_ARRIVAL";"PROV_NAC";"F_BORN";"F_BORN1";"M_BORN";"M_BORN1";"FATH_WORK";"FATH_ISCO08";"FATH_NAT_DEGR";"MOTH_WORK";"MOTH_ISCO08";"MOTH_NAT_DEGR";"GENDER_ID";"GENDER_ID_OTRA";"ORIENTAC_SEXUAL";"ORIENTAC_SEXUAL_OTRA";"NAT_DEGR";"EDUCYRS";"REPETICION";"EDAD_REPETICION";"TIPO_COLEGIO";"TIPO_COLEGIO_2";"WORK";"C_SATISFTRABAJO";"WRKHRS";"EMPREL";"WRKSUP";"NSUP";"TYPORG";"ISCO08";"NACE_2";"MAINSTAT_M_1";"MAINSTAT_M_2";"MAINSTAT_M_3";"MAINSTAT_M_4";"MAINSTAT_M_5";"MAINSTAT_M_6";"MAINSTAT_M_7";"MAINSTAT_M_8";"MAINSTAT_M_9";"MAINSTAT_M";"MAINSTAT";"PARTLIV";"SPNAT_DEGR";"SPWORK";"SPWRKHRS";"SPEMPREL";"SPWRKSUP";"SPISCO08";"SPNACE_2";"SPMAINST_M_1";"SPMAINST_M_2";"SPMAINST_M_3";"SPMAINST_M_4";"SPMAINST_M_5";"SPMAINST_M_6";"SPMAINST_M_7";"SPMAINST_M_8";"SPMAINST_M_9";"SPMAINST_M";"SPMAINST";"MARITAL";"CHILDREN";"NBCHLD_LS18_1";"NBCHLD_LS18_2";"NBCHLD_GT18_1";"NBCHLD_GT18_2";"CHILD_D";"NAT_RELIG";"NAT_RELIG_OTRA";"ATTEND";"TOPBOT";"TOPBOT_PADRES";"TOPBOT_HIJOS";"MERIT";"VOTE_LE";"NAT_PRTY";"NAT_PRTY_OTRO";"NAT_ETHN_1";"NAT_ETHN_2";"NAT_ETHN_OTRA_1";"NAT_ETHN_OTRA_2";"HOMPOP_TOT";"HMP_SB_1";"HMP_SB_2";"HMP_SB_3";"HMP_SB_4";"HMP_SB_5";"HMP_SB_6";"HMP_SB_7";"HMP_SB_8";"HMP_SB_9";"HMP_SB_10";"HMP_GD_1";"HMP_GD_2";"HMP_GD_3";"HMP_GD_4";"HMP_GD_5";"HMP_GD_6";"HMP_GD_7";"HMP_GD_8";"HMP_GD_9";"HMP_GD_10";"HMP_YR_1";"HMP_YR_2";"HMP_YR_3";"HMP_YR_4";"HMP_YR_5";"HMP_YR_6";"HMP_YR_7";"HMP_YR_8";"HMP_YR_9";"HMP_YR_10";"NAT_INC";"NAT_RINC";"DIFICULT_ECO";"HORA_FINC";"ENC1";"ENC2";"ENC2A_1";"ENC2A_2";"ENC2A_OTRA_1";"ENC2A_OTRA_2";"ENC3";"ENC3A_CAWI_1";"ENC3A_CAWI_2";"ENC3A_CAWI_3";"ENC3A_CAWI_4";"ENC3A_CAWI_5";"ENC3A_CAWI_6";"ENC3A_CAWI_96";"ENC3A_CAWI_99";"ENC3A_CAWI_OTRO_1";"ENC3A_CAWI_OTRO_2";"ENC3A_PAPEL_1";"ENC3A_PAPEL_2";"ENC3A_PAPEL_3";"ENC3A_PAPEL_4";"ENC3A_PAPEL_5";"ENC3A_PAPEL_6";"ENC3A_PAPEL_96";"ENC3A_PAPEL_99";"ENC3A_PAPEL_OTRO_1";"ENC3A_PAPEL_OTRO_2";"ENC4";"ENC4_OTRO";"ENC5";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C3";"IA_C4";"GRABADOR";"PARTIALS";"EDAD";"INTERNETOT";"FATH_OCUPAISCO08";"MOTH_OCUPAISCO08";"ESTUDIOS";"OCUPAISCO08";"RAMA";"SITLAB";"ISCO08R";"SPESTUDIOS";"OCUPASPISCO08";"SPRAMA";"SPSITLAB";"NBCHLD_TOT";"RELIGION";"RECUERDO";"NIVELEDU";"PESODIS";"PESO";"PESOFIN"
3506;1174;6832;41;"10/04/2025";"10:35:37";"10/04/2025";"11:18:31";2573;"1366;768";1;23;50;4;1;0;1;1981;1;0;3;5;1;1;0;4;0;5;"10:43:47";4;4;2;3;3;4;3;3;2;2;2;3;3;2;4;4;4;4;2;3;3;3;3;3;3;1;12;3;4;4;1;2;2;2;14;14;996;996;0;0;0;0;0;0;0;0;2;2;2;9;3;3;4;4;4;4;4;3;3;3;3;4;3;2;3;5;5;4;0;0;1;0;0;4;2;213;2;228;7;0;0;3;0;3;1;0;1;0;16;98;1;98;1;3;2;96;0;1;2;0;3;4229;55;0;0;0;0;1;0;0;0;0;5;0;2;7;1;37;1;2;3259;86;1;2;2;2;2;2;2;2;2;1;0;1;0;96;96;96;96;2;0;97;8;5;7;6;5;1;97;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;1;1;"11:17:57";3;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";10;4;25;4;43;1;1;0;0;0;1;0;1;0;0;1;44;4,0;0;0;7;4;4;5;13;3;3;4;1;0;1;97;4;1,00181;0,96826;0,93218
3506;1286;6833;41;"12/04/2025";"8:37:17";"12/04/2025";"9:12:59";2138;"393;873";1;18;87;4;1;0;2;7777;0;4;3;3;6;6;6;96;96;10;"8:40:22";2;4;4;4;2;5;3;3;2;2;2;9;4;2;2;2;2;2;3;3;3;3;3;3;3;1;12;3;4;1;2;2;1;2;6;6;996;996;0;0;0;0;0;0;0;0;1;1;3;3;3;1;3;1;4;4;3;3;3;3;3;2;3;1;2;5;5;10;0;0;1;0;0;18;1;0;1;0;2;9999;99;3;0;99;2;0;1;0;16;23;1;13;1;3;1;10;30;1;1;30;1;1345;85;"";"";"";"";"";"";"";"";1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;96;96;96;96;9;99;97;9;5;4;99;2;1;99;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;99;9;"9:12:32";3;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";12;4;25;6;36;1;1;0;0;0;1;0;1;0;0;1;777;96,0;99;0;7;1;4;9;1;0;0;0;0;0;9;99;4;1,00181;0,96826;0,60959
3506;658;6837;41;"29/03/2025";"16:28:55";"29/03/2025";"17:24:58";3360;"1366;768";1;4;13;4;1;0;1;1950;10;0;3;5;1;1;0;2;30;5;"16:32:32";1;5;5;4;1;5;3;3;1;1;4;2;4;1;2;2;2;2;3;3;3;3;3;3;3;2;0;0;3;8;2;2;2;2;8;0;12;0;2;4;3;3;2;3;3;4;8;8;8;8;2;1;5;4;2;2;3;3;3;3;2;4;3;3;3;7;3;99;0;0;1;0;0;4;1;0;1;0;2;1312;3;3;0;1;1;0;1;0;4;8;8;0;1;3;2;96;0;3;1;9;3;1312;3;0;0;0;0;0;0;1;0;0;7;0;1;9;2;0;1;2;4311;41;2;2;2;2;2;2;2;1;2;8;0;3;2;0;0;2;0;3;1;97;8;4;2;7;3;1;1;0;1;2;0;0;2;1;0;0;0;0;0;0;0;0;"";2;0;0;0;0;0;0;0;0;"";1958;0;0;0;0;0;0;0;0;"";3;3;2;"17:22:45";1;2;0;0;0;0;2;2;2;2;2;2;2;1;2;96;99;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";29;3;25;6;56;3;1;0;0;0;1;0;1;0;0;1;74;2,5;1;0;5;1;1;7;12;4;4;3;8;2;2;1;2;1,00181;0,96826;2,18965
3506;195;6838;41;"21/03/2025";"12:05:07";"21/03/2025";"12:55:01";2993;"1549;871";1;4;13;4;3;110;1;1983;11;0;3;5;1;1;0;7;30;8;"12:07:11";1;4;3;4;5;5;3;3;2;1;2;3;3;2;2;2;2;2;98;3;3;3;3;3;3;1;12;2;4;1;1;2;2;2;6;35;6;35;3;3;4;4;2;4;2;3;4;3;4;3;3;5;7;4;3;3;3;3;3;3;2;4;3;3;3;2;10;99;0;0;2;110;2001;0;1;0;1;0;1;8112;3;1;7200;3;1;0;1;0;14;98;2;0;1;3;1;7;35;1;2;0;3;3322;52;1;0;0;0;0;0;0;0;0;1;0;1;16;1;35;1;2;2300;85;1;2;2;2;2;2;2;2;2;1;0;3;2;2;0;0;0;2;0;97;8;6;7;5;8;5;0;0;23;99;23;0;4;1;2;2;0;0;0;0;0;0;"";2;1;1;0;0;0;0;0;0;"";1979;2016;2020;0;0;0;0;0;0;"";9;5;2;"12:51:55";3;3;2;99;0;0;2;2;2;2;2;1;2;2;2;5;99;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";21;3;25;5;50;2;1;0;0;0;1;0;1;0;0;1;41;7,5;8;7;6;3;4;1;3;7;2;4;1;2;1;95;4;1,00181;0,96826;0,93218
3506;1806;6839;34;"N.P.";"N.P.";"N.P.";"N.P.";0;"N.P.";1;4;13;4;1;0;1;1957;4;0;9;3;6;6;6;96;96;5;"N.P.";8;8;8;8;8;8;3;8;8;8;8;8;8;8;8;8;8;8;98;8;8;8;8;3;8;8;0;8;8;8;8;8;8;8;999;998;999;24;8;5;5;5;5;9;9;4;8;9;9;9;8;98;98;98;98;3;4;8;8;8;3;4;8;3;2;77;99;99;99;0;1;0;0;4;9;0;1;0;2;9999;99;2;5221;2;1;0;1;0;3;99;2;0;1;3;9;96;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;6;9;1;98;2;0;8;2;4212;92;2;2;2;2;2;2;1;2;2;7;0;3;2;0;0;1;1;2;1;97;8;5;4;3;98;1;98;0;1;2;0;0;2;1;0;0;0;0;0;0;0;0;"";2;0;0;0;0;0;0;0;0;"";1962;0;0;0;0;0;0;0;0;"";77;77;8;"N.P.";3;8;99;99;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;"15/04/2025";15;4;25;2;0;0;1;0;0;0;1;0;1;0;0;1;68;96,0;99;5;2;0;0;6;15;8;4;4;7;2;2;98;1;1,00181;0,96826;0,95625
3506;859;6842;41;"04/04/2025";"20:05:00";"04/04/2025";"20:52:09";2828;"1920;1080";1;14;21;4;1;0;1;1999;12;0;1;5;0;0;1;98;98;8;"20:07:19";4;2;3;2;4;5;3;3;1;1;5;3;1;1;5;5;4;4;3;3;3;3;3;3;3;2;0;0;3;8;1;2;1;1;21;16;996;996;0;0;0;0;0;0;0;0;2;3;3;4;1;1;7;6;1;1;2;3;3;3;3;4;3;3;4;10;3;2;0;0;1;0;0;14;1;0;1;0;1;9320;3;3;0;6;1;0;1;0;16;20;2;0;2;1;2;96;0;1;2;0;3;2433;86;0;1;0;0;0;0;0;0;0;2;0;2;16;3;0;0;0;0;0;2;1;2;2;2;2;2;2;2;2;0;1;0;96;96;96;96;3;1;97;2;4;2;7;5;1;3;0;1;2;0;0;3;3;3;0;0;0;0;0;0;0;"";1;2;0;0;0;0;0;0;0;"";1961;1963;0;0;0;0;0;0;0;"";7;97;4;"20:51:35";3;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";4;4;25;5;48;4;1;0;0;0;1;0;1;0;0;1;25;98,0;9;0;7;2;4;2;16;7;0;0;2;0;2;3;4;1,00181;0,96826;0,83271
3506;1154;6845;41;"09/04/2025";"22:06:34";"09/04/2025";"22:38:54";1937;"393;873";1;14;21;4;1;0;1;1977;99;0;2;5;0;0;1;98;98;9;"22:08:17";1;4;4;4;3;4;3;3;2;1;3;3;3;3;2;2;2;2;2;3;3;3;3;3;3;1;6;3;3;4;1;2;2;2;998;998;20;20;3;3;3;3;3;3;3;3;3;4;4;4;3;3;2;2;2;2;3;3;3;3;3;4;3;2;3;77;98;99;0;0;1;0;0;99;1;0;1;0;1;9999;2;8;9999;3;1;0;1;0;8;98;9;0;1;2;1;8;999;1;1;9998;3;9629;998;1;0;0;0;0;0;0;1;0;1;1;1;9;1;998;2;2;9999;999;"";"";"";"";"";"";"";"";1;9;0;3;2;1;1;0;0;2;1;97;4;5;5;4;3;1;97;0;1;99;0;0;4;9;9;9;0;0;0;0;0;0;"";9;9;9;0;0;0;0;0;0;"";9999;9999;9999;0;0;0;0;0;0;"";5;77;4;"22:38:28";3;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";9;4;25;3;33;5;1;0;0;0;1;0;1;0;0;1;48;98,0;99;99;4;9;8;1;9;4;99;9;9;2;2;97;3;1,00181;0,96826;0,96867
3506;691;6851;41;"30/03/2025";"23:29:58";"02/04/2025";"16:23:38";3094;"1920;1080";1;14;21;4;1;0;2;1997;4;0;1;5;1;0;0;14;99;6;"15:34:39";1;5;5;5;4;5;3;3;2;1;3;2;5;1;2;2;1;1;2;3;3;3;3;3;3;1;12;2;4;3;1;2;1;1;10;0;996;996;0;0;0;0;0;0;0;0;1;3;3;4;2;2;6;2;4;4;3;3;3;3;5;2;3;3;2;5;3;6;0;0;1;0;0;14;1;0;1;0;2;7530;5;1;2341;11;2;0;1;0;17;22;2;0;2;3;1;7;44;1;1;2;3;2421;70;1;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;96;96;96;96;3;0;97;7;7;7;98;6;1;4;0;1;2;0;0;3;6;6;0;0;0;0;0;0;0;"";2;2;0;0;0;0;0;0;0;"";1996;1999;0;0;0;0;0;0;0;"";9;6;5;"16:22:23";1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";2;4;25;3;52;3;1;0;0;0;1;0;1;0;0;1;28;14,0;7;2;7;2;4;1;2;0;0;0;0;0;1;4;4;1,00181;0,96826;0,68068
3506;1318;6856;34;"N.P.";"N.P.";"N.P.";"N.P.";0;"N.P.";1;11;20;4;1;0;1;1961;9;0;1;4;1;1;0;0;45;3;"N.P.";1;4;4;5;2;5;3;3;2;1;1;5;3;1;1;1;1;1;98;3;3;3;3;3;3;1;6;2;3;1;1;2;2;2;998;0;996;996;0;0;0;0;0;0;0;0;8;8;8;8;3;1;1;1;1;1;4;3;3;3;2;4;3;3;2;0;2;7;0;0;1;0;0;11;1;0;1;0;1;7412;98;3;0;98;1;0;1;0;3;98;8;0;1;2;2;96;0;2;2;0;3;5221;47;0;0;0;0;0;1;0;0;0;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;96;96;96;96;2;2;2;8;3;8;4;10;3;0;0;1;2;0;0;2;4;0;0;0;0;0;0;0;0;"";2;0;0;0;0;0;0;0;0;"";1964;0;0;0;0;0;0;0;0;"";2;2;2;"N.P.";3;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;"02/04/2025";2;4;25;3;0;0;1;0;0;0;1;0;1;0;0;1;63;0,75;7;0;2;5;4;6;15;0;0;0;0;0;3;90;1;1,00181;0,96826;0,60925
3506;1196;6860;34;"N.P.";"N.P.";"N.P.";"N.P.";0;"N.P.";1;4;13;4;1;0;1;1959;12;0;3;5;0;0;1;98;98;7;"N.P.";2;3;3;3;2;3;3;3;8;8;3;2;3;2;2;2;2;2;98;4;2;3;3;3;3;8;0;3;8;8;1;1;2;2;998;998;996;996;0;0;0;0;0;0;0;0;8;8;8;8;4;98;98;5;98;1;5;3;3;3;3;2;3;3;2;5;98;99;0;0;1;0;0;4;1;0;1;0;1;9998;2;1;9112;2;1;0;1;0;4;98;2;0;1;3;2;96;0;1;2;0;3;7115;43;0;0;0;0;0;0;1;0;0;7;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;96;96;96;96;8;1;97;7;5;5;6;6;3;0;0;99;99;0;0;2;4;0;0;0;0;0;0;0;0;"";9;0;0;0;0;0;0;0;0;"";9999;0;0;0;0;0;0;0;0;"";3;1;3;"N.P.";3;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;"01/04/2025";1;4;25;2;0;0;1;0;0;0;1;0;1;0;0;1;65;98,0;98;9;5;7;3;7;12;0;0;0;0;0;2;90;2;1,00181;0,96826;2,18965
3506;866;6865;41;"04/04/2025";"21:06:13";"04/04/2025";"21:45:18";2342;"360;800";1;11;20;4;1;0;2;1971;11;0;3;5;1;0;0;1;99;7;"21:12:32";2;2;2;2;2;2;2;9;2;1;2;3;1;4;3;4;4;4;2;5;1;1;1;3;3;1;1;1;1;1;1;1;1;2;28;24;7;5;2;1;3;9;3;3;4;3;2;1;3;1;2;1;6;2;5;2;2;1;1;4;3;3;3;3;2;5;99;99;0;0;1;0;0;11;1;0;1;0;1;9998;6;3;0;1;2;0;1;0;4;10;2;0;1;2;1;8;40;1;2;0;3;5131;92;1;0;0;0;0;0;0;0;0;1;0;1;99;1;40;1;2;5131;55;1;2;2;2;2;2;2;2;2;1;0;3;1;0;0;1;0;2;1;97;5;5;5;5;5;2;0;0;1;2;0;0;3;1;2;0;0;0;0;0;0;0;"";1;1;0;0;0;0;0;0;0;"";1965;2004;0;0;0;0;0;0;0;"";5;5;1;"21:44:05";3;3;7;99;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";4;4;25;5;40;4;1;0;0;0;1;0;1;0;0;1;53;1,0;98;0;5;5;4;1;5;9;5;4;1;1;2;90;2;1,00181;0,96826;1,13636
3506;352;6868;41;"23/03/2025";"19:48:39";"23/03/2025";"20:07:15";1115;"360;780";1;4;13;4;1;0;2;1994;5;0;3;5;1;0;0;12;99;7;"19:49:56";3;3;1;2;3;4;3;2;2;2;4;4;4;2;3;3;2;2;2;3;3;3;3;3;3;1;98;3;3;4;2;2;2;2;20;998;998;999;4;6;3;3;3;6;1;3;1;2;2;3;2;1;1;1;4;2;3;3;3;3;3;4;3;3;2;77;98;99;0;0;1;0;0;4;1;0;1;0;2;8332;8;3;0;9;2;0;1;0;16;98;2;0;1;3;1;3;40;1;2;0;3;4110;82;1;0;0;0;0;0;0;0;0;1;0;1;16;1;40;2;1;2100;71;1;2;2;2;2;2;2;2;2;1;0;1;0;96;96;96;96;2;1;97;5;98;98;98;98;1;97;0;1;99;0;0;77;0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";77;77;3;"20:06:59";3;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";23;3;25;7;19;4;1;0;0;0;1;0;1;0;0;1;30;12,0;8;0;7;4;4;1;4;7;2;4;1;0;2;97;4;1,00181;0,96826;0,68068
3506;704;6869;41;"31/03/2025";"17:35:30";"31/03/2025";"18:10:12";2081;"1920;1080";1;21;41;4;1;0;1;1974;6;0;3;5;1;0;0;2;99;6;"17:37:20";1;5;5;5;5;5;3;3;1;1;1;5;5;1;1;1;1;1;1;8;8;8;8;8;8;1;12;3;3;1;2;2;2;2;24;84;48;84;3;4;3;3;3;3;3;4;1;3;3;4;1;1;7;1;4;4;4;3;3;3;2;1;3;2;3;3;4;99;0;0;1;0;0;21;2;228;1;0;1;8332;3;3;0;3;1;0;1;0;8;14;2;0;2;2;1;6;40;1;1;2;3;7212;30;1;0;0;0;0;0;0;0;0;1;0;1;16;1;39;1;1;2423;74;1;2;2;2;2;2;2;2;2;1;0;3;1;1;0;0;0;2;0;97;8;4;8;8;10;1;2;0;2;99;0;0;3;1;2;0;0;0;0;0;0;0;"";2;1;0;0;0;0;0;0;0;"";1976;2008;0;0;0;0;0;0;0;"";8;7;4;"18:09:29";3;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";31;3;25;1;35;3;1;0;0;0;1;0;1;0;0;1;50;2,0;8;0;4;7;2;1;7;7;2;4;1;1;1;2;3;1,00181;0,96826;0,96867
3506;608;6877;41;"28/03/2025";"15:14:08";"28/03/2025";"15:53:33";1339;"320;715";1;11;20;4;1;0;2;1974;2;0;3;5;0;0;1;98;98;9;"15:15:25";2;2;2;5;5;5;3;3;8;1;4;5;5;1;1;1;1;1;2;3;3;3;3;3;3;1;12;3;4;3;5;3;2;2;998;998;996;996;0;0;0;0;0;0;0;0;1;3;3;3;3;1;1;4;4;3;3;3;3;3;4;2;3;2;3;3;4;9;0;0;1;0;0;11;1;0;1;0;1;9329;7;2;5321;5;2;0;1;0;17;98;2;0;1;3;1;10;30;1;1;9;1;2310;85;1;0;0;0;1;0;0;1;0;1;1;2;18;1;998;2;2;2642;58;1;2;2;2;1;2;2;1;2;1;5;6;2;0;1;1;0;3;7;97;2;6;4;7;0;1;4;4;1;2;0;0;3;2;2;0;0;0;0;0;0;0;"";1;2;0;0;0;0;0;0;0;"";2000;2007;0;0;0;0;0;0;0;"";9;9;4;"15:53:09";3;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";28;3;25;5;23;2;1;0;0;0;1;0;1;0;0;1;51;98,0;9;5;7;2;4;1;2;7;2;4;5;2;3;4;4;1,00181;0,96826;0,60959
3506;553;6879;41;"27/03/2025";"11:22:34";"27/03/2025";"12:08:33";2757;"428;926";1;21;41;4;1;0;2;1976;4;0;3;5;1;0;0;6;99;7;"11:27:23";2;3;2;5;5;5;3;3;9;8;3;4;4;2;2;2;2;2;2;3;3;3;3;3;3;1;98;2;4;4;2;2;2;2;15;7;8;5;4;4;3;3;3;2;1;2;1;2;2;2;2;1;4;1;4;3;4;3;3;3;3;4;3;3;2;5;98;99;0;0;1;0;0;28;1;0;1;0;1;7410;3;1;5120;3;2;0;1;0;4;98;1;12;1;3;1;7;11;3;1;2;3;5321;96;1;0;0;0;0;0;0;0;0;1;0;1;9;1;11;2;2;8322;49;1;2;2;2;2;2;2;2;2;1;0;3;1;0;1;0;0;2;1;97;5;6;4;3;7;2;0;0;1;99;0;0;2;1;0;0;0;0;0;0;0;0;"";1;0;0;0;0;0;0;0;0;"";1974;0;0;0;0;0;0;0;0;"";5;3;3;"12:07:05";3;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";27;3;25;4;46;2;1;0;0;0;1;0;1;0;0;1;48;6,0;7;5;5;5;4;1;5;4;8;4;1;1;2;90;2;1,00181;0,96826;1,13636
3506;1419;6880;41;"16/04/2025";"18:29:21";"17/04/2025";"11:13:09";4206;"1024;768";1;21;41;4;1;0;1;1985;7;0;3;5;1;1;0;1;0;8;"18:38:05";2;2;3;4;4;5;3;3;2;1;2;3;3;2;3;3;2;2;2;3;3;3;3;3;3;1;12;3;3;6;2;2;2;2;14;999;14;24;3;3;4;3;3;3;2;3;2;2;2;3;2;1;1;1;4;4;3;3;3;3;2;3;3;3;2;5;1;4;0;0;1;0;0;41;1;0;1;0;2;9998;2;3;0;2;1;0;1;0;16;98;1;20;1;2;1;6;55;2;1;2;3;5221;47;1;0;0;0;0;0;0;0;0;1;0;1;14;1;40;1;2;5223;47;1;2;2;2;2;2;2;2;2;1;0;2;1;1;0;0;0;2;1;97;5;5;5;7;2;3;0;0;2;99;0;0;2;1;0;0;0;0;0;0;0;0;"";2;0;0;0;0;0;0;0;0;"";9999;0;0;0;0;0;0;0;0;"";2;2;3;"11:10:30";3;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";17;4;25;4;71;1;1;0;0;0;1;0;1;0;0;1;39;1,0;98;0;7;5;4;1;5;6;5;4;1;1;2;90;4;1,00181;0,96826;0,93218
3506;1750;6882;41;"27/04/2025";"18:07:50";"27/04/2025";"18:47:11";2359;"1536;864";1;14;21;4;1;0;1;1966;7;0;3;5;1;1;0;4;30;6;"18:11:06";4;2;2;3;2;2;3;1;2;2;3;2;3;3;4;5;4;4;2;5;1;3;3;3;3;8;0;1;2;6;1;1;2;2;7;7;996;996;0;0;0;0;0;0;0;0;1;1;3;4;1;1;3;1;4;1;4;3;2;3;3;2;3;3;2;10;1;2;0;0;1;0;0;14;1;0;1;0;2;1321;11;3;0;4;1;0;1;0;16;17;1;13;3;1;1;6;40;1;2;0;3;4311;18;1;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;96;96;96;96;0;1;97;2;6;7;5;6;1;3;0;1;2;0;0;2;3;0;0;0;0;0;0;0;0;"";2;0;0;0;0;0;0;0;0;"";1937;0;0;0;0;0;0;0;0;"";3;3;3;"18:46:32";3;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";27;4;25;7;40;3;1;0;0;0;1;0;1;0;0;1;58;4,5;1;0;7;4;2;1;4;0;0;0;0;0;2;3;4;1,00181;0,96826;0,59514
3506;288;6883;41;"22/03/2025";"13:16:20";"21/04/2025";"11:07:43";2291;"1920;1080";1;11;4;4;1;0;2;1983;9;0;3;5;1;1;0;18;10;10;"13:18:40";1;5;4;5;5;5;3;3;1;1;3;5;5;1;1;1;1;1;2;3;3;3;3;3;3;1;48;3;3;1;1;2;2;2;20;998;996;996;0;0;0;0;0;0;0;0;1;2;1;4;2;1;5;2;4;4;3;3;3;3;3;4;3;2;1;4;98;99;0;0;1;0;0;11;1;0;1;0;1;7223;3;3;0;1;2;0;2;0;6;18;1;98;1;2;1;6;40;1;2;0;3;4311;49;1;0;0;0;0;0;0;0;0;1;0;2;16;1;48;1;2;2221;86;1;2;2;2;2;2;2;2;2;1;0;1;0;96;96;96;96;2;0;97;8;5;5;5;10;1;97;0;1;2;0;0;2;3;0;0;0;0;0;0;0;0;"";2;0;0;0;0;0;0;0;0;"";1947;0;0;0;0;0;0;0;0;"";5;5;3;"11:07:05";3;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";21;4;25;1;39;1;1;0;0;0;1;0;1;0;0;1;41;18,17;7;0;3;4;4;1;4;7;2;4;1;0;1;97;2;1,00181;0,96826;1,02606
