"ESTU";"REGISTRO";"ID_CIS";"MODE";"FECHAINI";"HORAINI";"FECHAFIN";"HORAFIN";"DURACION";"IDSCREEN";"CCAA";"PROV";"MUN";"TAMUNI";"NACIONALIDAD";"PAIS_NACIONALIDAD";"SEXO";"BIRTH";"MES_NACIMIENTO";"DECADA";"URBRURAL";"INTERNET";"QTIME_1";"QTIME_2";"QTIME_3";"INTERNETHH";"INTERNETMM";"C_SATISFVIDA";"HORA_INCIO_V";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V26A";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"VEGET_VEGAN";"UNION_1";"INTPOL";"LEFT_RIGHT";"IDEOL_CATEG_1";"IDEOL_CATEG_2";"IDEOL_CATEG_OTRA_1";"IDEOL_CATEG_OTRA_2";"LUGAR_NAC";"PAIS_NACIMIENTO";"YEAR_ARRIVAL";"PROV_NAC";"F_BORN";"F_BORN1";"M_BORN";"M_BORN1";"FATH_WORK";"FATH_ISCO08";"FATH_NAT_DEGR";"MOTH_WORK";"MOTH_ISCO08";"MOTH_NAT_DEGR";"GENDER_ID";"GENDER_ID_OTRA";"ORIENTAC_SEXUAL";"ORIENTAC_SEXUAL_OTRA";"NAT_DEGR";"EDUCYRS";"REPETICION";"EDAD_REPETICION";"TIPO_COLEGIO";"TIPO_COLEGIO_2";"WORK";"C_SATISFTRABAJO";"WRKHRS";"EMPREL";"WRKSUP";"NSUP";"TYPORG";"ISCO08";"NACE_2";"MAINSTAT_M_1";"MAINSTAT_M_2";"MAINSTAT_M_3";"MAINSTAT_M_4";"MAINSTAT_M_5";"MAINSTAT_M_6";"MAINSTAT_M_7";"MAINSTAT_M_8";"MAINSTAT_M_9";"MAINSTAT_M";"MAINSTAT";"PARTLIV";"SPNAT_DEGR";"SPWORK";"SPWRKHRS";"SPEMPREL";"SPWRKSUP";"SPISCO08";"SPNACE_2";"SPMAINST_M_1";"SPMAINST_M_2";"SPMAINST_M_3";"SPMAINST_M_4";"SPMAINST_M_5";"SPMAINST_M_6";"SPMAINST_M_7";"SPMAINST_M_8";"SPMAINST_M_9";"SPMAINST_M";"SPMAINST";"MARITAL";"CHILDREN";"NBCHLD_LS18_1";"NBCHLD_LS18_2";"NBCHLD_GT18_1";"NBCHLD_GT18_2";"CHILD_D";"NAT_RELIG";"NAT_RELIG_OTRA";"ATTEND";"TOPBOT";"TOPBOT_PADRES";"TOPBOT_HIJOS";"MERIT";"VOTE_LE";"NAT_PRTY";"NAT_PRTY_OTRO";"NAT_ETHN_1";"NAT_ETHN_2";"NAT_ETHN_OTRA_1";"NAT_ETHN_OTRA_2";"HOMPOP_TOT";"HMP_SB_1";"HMP_SB_2";"HMP_SB_3";"HMP_SB_4";"HMP_SB_5";"HMP_SB_6";"HMP_SB_7";"HMP_SB_8";"HMP_SB_9";"HMP_SB_10";"HMP_GD_1";"HMP_GD_2";"HMP_GD_3";"HMP_GD_4";"HMP_GD_5";"HMP_GD_6";"HMP_GD_7";"HMP_GD_8";"HMP_GD_9";"HMP_GD_10";"HMP_YR_1";"HMP_YR_2";"HMP_YR_3";"HMP_YR_4";"HMP_YR_5";"HMP_YR_6";"HMP_YR_7";"HMP_YR_8";"HMP_YR_9";"HMP_YR_10";"NAT_INC";"NAT_RINC";"DIFICULT_ECO";"HORA_FINC";"ENC1";"ENC2";"ENC2A_1";"ENC2A_2";"ENC2A_OTRA_1";"ENC2A_OTRA_2";"ENC3";"ENC3A_CAWI_1";"ENC3A_CAWI_2";"ENC3A_CAWI_3";"ENC3A_CAWI_4";"ENC3A_CAWI_5";"ENC3A_CAWI_6";"ENC3A_CAWI_96";"ENC3A_CAWI_99";"ENC3A_CAWI_OTRO_1";"ENC3A_CAWI_OTRO_2";"ENC3A_PAPEL_1";"ENC3A_PAPEL_2";"ENC3A_PAPEL_3";"ENC3A_PAPEL_4";"ENC3A_PAPEL_5";"ENC3A_PAPEL_6";"ENC3A_PAPEL_96";"ENC3A_PAPEL_99";"ENC3A_PAPEL_OTRO_1";"ENC3A_PAPEL_OTRO_2";"ENC4";"ENC4_OTRO";"ENC5";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C3";"IA_C4";"GRABADOR";"PARTIALS";"EDAD";"INTERNETOT";"FATH_OCUPAISCO08";"MOTH_OCUPAISCO08";"ESTUDIOS";"OCUPAISCO08";"RAMA";"SITLAB";"ISCO08R";"SPESTUDIOS";"OCUPASPISCO08";"SPRAMA";"SPSITLAB";"NBCHLD_TOT";"RELIGION";"RECUERDO";"NIVELEDU";"PESODIS";"PESO";"PESOFIN"
3506;1133;9604;41;"09/04/2025";"14:17:18";"09/04/2025";"17:40:04";3125;"360;800";10;46;0;2;1;0;1;1978;5;0;4;5;1;0;0;1;99;8;"14:20:14";4;1;2;4;4;4;3;2;3;2;2;3;3;2;4;4;2;2;2;3;3;3;3;3;3;1;12;2;1;6;1;2;2;2;7;998;998;998;3;3;4;3;3;4;4;4;1;2;1;4;2;1;7;1;4;4;3;3;3;3;2;4;3;3;1;7;99;99;99;0;1;0;0;46;1;0;1;0;2;8332;98;1;9999;99;1;0;1;0;13;99;1;11;1;3;1;6;999;1;2;0;3;7214;25;1;0;0;0;0;0;0;0;0;1;0;1;98;1;998;1;2;9998;86;"";"";"";"";"";"";"";"";1;9;0;3;2;0;2;0;0;2;1;97;5;4;2;6;3;1;97;0;1;99;0;0;4;1;2;2;0;0;0;0;0;0;"";2;2;2;0;0;0;0;0;0;"";1982;2017;2012;0;0;0;0;0;0;"";99;99;4;"17:38:15";3;4;8;9;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";9;4;25;3;53;3;1;0;0;0;1;0;1;0;0;1;46;1,0;8;99;6;7;2;1;7;8;98;4;9;2;2;97;4;1,00083;1,10856;0,73219
3506;136;9605;41;"20/03/2025";"17:41:17";"20/03/2025";"18:39:16";3475;"414;896";10;46;0;2;1;0;1;1990;99;0;4;5;1;0;0;5;99;8;"17:45:36";4;3;3;4;3;3;3;3;3;2;1;3;3;2;3;3;5;5;3;3;3;3;3;3;3;1;98;2;1;6;2;2;1;1;998;998;996;996;0;0;0;0;0;0;0;0;4;4;4;4;3;1;1;1;4;1;5;3;3;3;1;1;2;3;2;10;8;1;0;0;1;0;0;46;1;0;1;0;2;8332;3;1;5120;3;1;0;1;0;3;98;1;14;2;1;2;96;0;2;2;0;3;7112;43;1;0;0;0;0;0;0;0;0;1;0;2;7;1;9;1;1;5142;86;2;2;2;1;2;2;2;2;2;4;0;1;0;96;96;96;96;3;1;97;5;1;7;1;0;1;97;0;1;99;0;0;77;0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";77;77;3;"18:34:25";3;8;9;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";20;3;25;4;58;3;1;0;0;0;1;0;1;0;0;1;35;5,0;8;5;2;7;3;1;7;3;5;4;4;0;2;97;1;1,00083;1,10856;1,41849
3506;1858;9613;41;"02/05/2025";"7:57:59";"02/05/2025";"9:35:04";3836;"1024;820";10;46;0;2;1;0;1;1989;99;0;4;5;1;0;0;2;99;5;"8:04:09";2;4;3;4;3;5;3;3;2;1;3;3;5;1;1;1;1;1;2;3;3;3;3;3;3;1;4;3;4;8;2;2;2;2;10;30;10;40;5;3;4;3;3;3;4;3;3;2;2;3;2;3;5;3;3;3;4;3;3;3;1;3;3;3;2;4;98;99;0;0;1;0;0;46;1;0;1;0;2;6110;6;1;4410;11;1;0;1;0;3;11;2;0;1;3;1;7;40;3;1;2;3;7115;25;1;0;0;0;0;0;0;0;0;1;0;1;2;1;32;1;2;8160;47;1;2;2;2;2;2;2;2;2;1;0;1;2;2;0;0;0;2;0;97;8;4;5;5;5;2;0;0;19;99;0;0;4;1;2;2;0;0;0;0;0;0;"";2;1;1;0;0;0;0;0;0;"";1988;2019;2023;0;0;0;0;0;0;"";6;6;3;"9:34:16";3;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";2;5;25;5;64;1;1;0;0;0;1;0;1;0;0;1;36;2,0;6;4;2;7;2;1;7;1;8;4;1;2;1;90;1;1,00083;1,10856;1,41849
3506;1074;9618;41;"09/04/2025";"9:43:29";"09/04/2025";"10:51:24";3788;"800;1334";10;46;0;2;1;0;2;1957;10;0;4;4;1;1;0;3;0;9;"9:45:48";2;3;2;5;2;5;3;3;2;1;4;4;5;2;2;2;1;1;2;3;3;3;3;3;3;1;12;3;2;2;1;2;2;2;6;9;2;9;3;1;1;1;2;2;1;3;8;8;8;8;4;1;1;1;4;4;3;3;3;3;4;3;3;3;4;1;6;98;0;0;1;0;0;16;1;0;1;0;2;5223;3;2;5223;3;2;0;1;0;16;11;2;0;2;1;3;96;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;1;13;2;0;1;1;3122;29;2;2;2;2;2;2;1;2;2;7;0;3;3;0;0;1;2;3;0;97;8;5;5;3;6;1;2;0;1;99;0;0;2;1;0;0;0;0;0;0;0;0;"";1;0;0;0;0;0;0;0;0;"";1952;0;0;0;0;0;0;0;0;"";7;97;4;"10:50:34";3;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";9;4;25;3;64;1;1;0;0;0;1;0;1;0;0;1;67;3,0;5;5;7;0;0;7;12;6;3;2;7;3;1;2;4;1,00083;1,10856;0,61421
3506;1059;9621;41;"08/04/2025";"22:09:41";"08/04/2025";"22:39:57";1812;"384;832";10;3;0;2;1;0;1;1977;12;0;5;5;1;0;0;3;99;5;"22:11:32";4;2;2;4;2;2;3;3;2;2;2;2;3;2;4;4;3;3;3;4;3;3;3;3;3;1;24;2;2;3;1;1;1;1;6;0;996;996;0;0;0;0;0;0;0;0;1;4;1;4;2;98;98;4;98;4;4;3;3;8;3;3;3;3;3;7;1;99;0;0;1;0;0;3;9;0;1;0;1;9211;3;3;0;4;1;0;1;0;16;22;1;16;1;3;2;96;0;1;1;6;3;3143;38;0;1;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;1;3;1;97;8;2;4;4;9;1;3;0;19;99;0;0;1;0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;1;8;"22:39:09";1;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";8;4;25;2;31;5;1;0;0;0;1;0;1;0;0;1;47;3,0;9;0;7;3;2;2;16;0;0;0;0;1;2;3;4;1,00083;1,10856;0,73219
3506;1709;9627;41;"25/04/2025";"17:30:09";"26/04/2025";"9:18:33";3311;"1366;768";10;3;0;2;1;0;2;7777;0;4;5;1;6;6;6;96;96;10;"17:42:51";8;8;2;5;4;5;3;3;2;2;3;4;5;1;1;1;1;1;98;3;3;3;3;3;3;1;36;2;4;3;1;2;2;2;10;20;10;15;3;3;2;3;1;3;3;3;1;3;1;3;4;1;2;3;4;3;2;8;8;8;4;3;3;1;2;77;98;99;0;0;1;0;0;3;1;0;1;0;1;7536;2;1;7536;2;2;0;1;0;17;25;2;0;1;3;1;9;35;1;2;0;3;2359;85;1;0;0;0;0;0;0;0;0;1;0;1;14;1;35;1;2;5151;84;1;2;2;2;2;2;2;2;2;1;0;3;2;0;2;0;0;3;1;97;6;98;4;98;1;1;97;0;1;19;0;0;4;1;2;2;0;0;0;0;0;0;"";1;2;2;0;0;0;0;0;0;"";1973;2010;2016;0;0;0;0;0;0;"";77;77;4;"9:16:21";3;8;10;8;18;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";26;4;25;6;56;1;1;0;0;0;1;0;1;0;0;1;777;96,0;7;7;7;2;4;1;2;6;5;4;1;2;2;97;4;1,00083;1,10856;0,69792
3506;922;9630;41;"06/04/2025";"12:50:00";"06/04/2025";"13:26:55";2214;"1536;864";10;46;0;2;1;0;1;1998;10;0;4;5;1;0;0;10;99;9;"12:52:12";1;5;5;5;1;1;3;3;2;1;2;5;2;1;4;4;3;3;2;3;3;3;3;3;3;1;12;2;2;1;1;1;2;1;1;0;996;996;0;0;0;0;0;0;0;0;4;4;4;4;2;4;4;2;4;4;2;3;3;3;4;3;3;3;3;10;2;4;0;0;1;0;0;46;1;0;1;0;2;3321;11;2;3321;4;1;0;1;0;10;13;2;0;2;1;1;7;40;1;1;2;3;2263;10;1;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;96;96;96;96;2;1;97;5;5;6;98;10;1;97;0;1;19;0;0;3;3;3;0;0;0;0;0;0;0;"";1;2;0;0;0;0;0;0;0;"";9999;9999;0;0;0;0;0;0;0;"";77;77;4;"13:25:50";3;4;9;8;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";6;4;25;7;37;2;1;0;0;0;1;0;1;0;0;1;26;10,0;3;3;4;2;2;1;2;0;0;0;0;0;2;97;3;1,00083;1,10856;1,37095
3506;1757;9631;41;"27/04/2025";"21:27:43";"27/04/2025";"21:39:51";726;"390;844";10;46;0;2;1;0;2;1990;12;0;3;5;1;0;0;9;99;3;"21:28:45";4;1;1;4;4;5;3;2;2;2;3;2;9;1;1;1;1;1;3;3;3;3;3;3;3;1;12;2;2;2;2;2;2;2;30;30;996;996;0;0;0;0;0;0;0;0;1;1;1;1;3;2;2;2;6;6;4;2;1;1;1;5;3;1;4;77;2;99;0;0;1;0;0;46;1;0;1;0;1;9999;1;1;9999;1;2;0;1;0;17;20;2;0;2;2;1;5;40;1;2;0;3;9998;64;1;0;0;0;0;0;0;0;0;1;0;2;17;1;40;1;2;4211;64;1;2;2;2;2;2;2;2;2;1;0;1;0;96;96;96;96;2;1;97;4;5;5;5;10;1;97;0;1;19;0;0;1;0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;4;1;"21:39:34";3;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";27;4;25;7;13;4;1;0;0;0;1;0;1;0;0;1;34;9,0;99;99;7;98;4;1;11;7;4;4;1;0;2;97;4;1,00083;1,10856;0,77931
3506;1280;9636;41;"11/04/2025";"21:01:54";"11/04/2025";"21:28:13";1577;"412;915";10;46;0;2;1;0;2;1974;9;0;4;2;6;6;6;96;96;8;"21:03:17";1;2;2;3;3;4;3;3;2;8;2;3;4;2;2;2;3;3;98;3;3;3;3;3;3;1;98;9;9;9;1;2;3;2;8;998;1;0;3;2;3;2;2;2;1;1;2;2;2;3;2;2;6;7;4;2;4;3;3;3;2;4;3;3;1;5;98;99;0;0;1;0;0;46;1;0;1;0;1;7112;2;1;9211;2;2;0;1;0;3;13;1;11;2;1;2;96;0;1;2;0;9;9621;56;0;1;0;0;0;0;0;0;0;2;0;1;3;1;999;1;2;9999;999;1;2;2;2;2;2;2;2;2;1;0;3;1;1;0;0;0;2;1;97;8;5;1;2;5;2;0;0;19;1;0;0;3;1;2;0;0;0;0;0;0;0;"";1;1;0;0;0;0;0;0;0;"";1973;2008;0;0;0;0;0;0;0;"";99;99;3;"21:27:30";3;8;9;99;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";11;4;25;5;27;4;1;0;0;0;1;0;1;0;0;1;50;96,0;7;9;2;9;4;2;16;2;99;9;1;1;2;90;1;1,00083;1,10856;0,75743
3506;1815;9637;34;"N.P.";"N.P.";"N.P.";"N.P.";0;"N.P.";10;46;0;2;1;0;1;1954;9;0;4;5;1;1;0;4;0;99;"N.P.";1;4;4;5;2;5;3;3;1;1;4;2;3;1;4;4;2;2;2;3;3;3;3;3;3;1;9;3;4;3;2;2;2;2;25;48;35;48;3;4;3;3;3;3;3;3;4;4;4;4;3;1;1;1;4;1;3;3;3;3;2;4;3;2;3;5;3;4;0;0;1;0;0;16;1;0;1;0;2;5131;2;3;0;2;1;0;1;0;16;16;2;0;1;3;2;96;0;1;2;0;1;2330;85;0;0;0;0;0;0;1;0;0;7;0;1;16;2;0;1;2;2330;85;2;2;2;2;2;2;1;2;2;7;0;3;2;0;0;1;1;2;0;97;8;5;4;4;5;1;99;0;1;99;0;0;2;1;0;0;0;0;0;0;0;0;"";2;0;0;0;0;0;0;0;0;"";1957;0;0;0;0;0;0;0;0;"";9;9;4;"N.P.";3;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;"13/04/2025";13;4;25;7;0;0;1;0;0;0;1;0;1;0;0;1;70;4,0;5;0;7;2;4;7;12;7;2;4;7;2;1;99;4;1,00083;1,10856;0,72009
3506;672;9653;41;"30/03/2025";"12:51:44";"30/03/2025";"13:38:14";2788;"1180;693";10;3;0;2;1;0;1;1957;5;0;4;5;1;1;0;4;30;9;"12:54:35";2;3;2;4;4;5;3;3;3;2;3;4;4;2;3;3;1;1;2;3;3;3;3;3;3;1;12;3;4;4;2;2;2;2;6;6;996;996;0;0;0;0;0;0;0;0;8;8;8;8;2;4;3;1;1;4;3;3;3;3;4;2;3;2;3;2;5;6;0;0;1;0;0;28;1;0;1;0;1;9313;1;3;0;1;1;0;1;0;5;10;1;10;1;2;2;96;0;1;1;90;3;3322;64;0;0;0;0;0;0;1;0;0;7;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;1;1;2;0;97;8;7;4;8;3;1;2;0;1;99;0;0;1;0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;7;4;"13:36:35";3;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";30;3;25;7;47;2;1;0;0;0;1;0;1;0;0;1;67;4,5;9;0;3;3;4;7;12;0;0;0;0;2;1;2;2;1,00083;1,10856;2,50693
3506;415;9656;41;"24/03/2025";"22:34:21";"24/03/2025";"23:42:40";4097;"1366;768";10;46;0;2;3;323;2;1993;1;0;4;5;0;0;1;98;98;5;"22:38:55";3;3;3;4;3;4;3;2;8;2;3;3;4;4;3;3;3;3;2;3;3;3;3;3;3;1;6;2;2;2;2;1;1;1;6;0;996;996;0;0;0;0;0;0;0;0;8;8;8;8;2;3;2;5;4;1;4;3;3;3;3;2;3;3;1;98;98;99;0;0;2;323;2023;0;2;323;2;323;7;0;0;7;0;0;2;0;1;0;4;98;1;7;1;8;2;96;0;1;1;9998;5;9999;999;0;1;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;96;96;96;96;0;0;97;6;2;2;98;5;5;0;0;23;99;23;0;77;0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";77;1;3;"23:37:42";3;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";24;3;25;1;69;5;1;0;0;0;1;0;1;0;0;1;32;98,0;0;0;5;99;9;2;16;0;0;0;0;0;1;95;2;1,00083;1,10856;1,41031
3506;624;9660;41;"28/03/2025";"20:09:59";"28/03/2025";"20:48:52";2331;"390;844";10;46;0;2;3;228;1;1995;1;0;4;5;0;0;1;98;98;9;"20:12:29";4;3;1;5;3;3;3;2;2;2;2;8;3;2;5;5;4;4;2;4;3;3;3;3;3;1;98;3;4;4;8;1;2;2;998;999;996;996;0;0;0;0;0;0;0;0;3;2;3;3;1;1;2;3;4;4;4;8;8;3;3;5;3;3;2;5;2;99;0;0;2;228;2018;0;2;228;2;228;2;6320;3;3;0;1;1;0;1;0;7;98;2;0;1;1;1;8;40;1;2;0;2;7131;42;"";"";"";"";"";"";"";"";1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;96;96;96;96;2;6;97;7;5;3;6;0;5;0;0;19;99;0;0;2;9;0;0;0;0;0;0;0;0;"";9;0;0;0;0;0;0;0;0;"";9999;0;0;0;0;0;0;0;0;"";77;77;3;"20:47:59";3;2;0;0;0;0;2;2;2;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";28;3;25;5;39;4;1;0;0;0;1;0;1;0;0;1;30;98,0;6;0;3;7;3;9;7;0;0;0;0;0;3;95;2;1,00083;1,10856;2,61302
3506;885;9661;41;"05/04/2025";"10:48:16";"05/04/2025";"11:43:42";3325;"1920;1080";10;12;0;2;3;228;2;1984;3;0;4;4;0;0;1;98;98;8;"10:51:05";2;2;3;3;2;4;3;3;1;1;3;3;3;3;2;2;2;2;3;3;3;3;3;3;3;1;12;3;4;3;1;3;1;2;8;30;3;7;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;5;4;3;1;3;3;3;3;3;2;3;2;77;99;99;99;0;2;228;2021;0;2;228;2;228;3;0;1;3;0;1;2;0;1;0;1;0;0;0;0;0;2;96;0;1;2;0;5;9111;97;0;1;0;0;0;0;0;0;0;2;0;1;1;1;40;1;2;9211;1;1;2;2;2;2;2;2;2;2;1;0;3;3;1;2;0;0;3;6;97;5;5;5;6;7;5;0;0;8;99;8;0;5;5;1;2;2;0;0;0;0;0;"";2;1;2;2;0;0;0;0;0;"";1984;1973;2013;2016;0;0;0;0;0;"";2;2;4;"11:40:05";3;2;0;0;0;0;1;1;1;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";5;4;25;6;56;1;1;0;0;0;1;0;1;0;0;1;41;98,0;0;0;1;9;4;2;16;1;9;1;1;3;3;95;1;1,00083;1,10856;1,15599
3506;1658;9665;41;"24/04/2025";"17:45:30";"24/04/2025";"18:29:12";2619;"393;852";10;12;0;2;3;343;2;7777;0;2;4;5;1;0;0;24;99;7;"17:47:32";4;3;1;3;5;5;3;3;3;9;4;5;3;3;1;1;3;3;2;3;3;3;3;3;3;1;13;2;3;5;1;2;1;1;8;168;2;2;3;2;4;1;3;2;1;2;3;3;1;4;2;7;7;5;1;1;3;3;3;3;2;1;3;3;2;10;98;99;0;0;2;343;2023;0;2;343;2;343;7;0;0;1;3344;7;2;0;1;0;14;22;2;0;3;1;2;96;0;1;2;0;3;3423;86;0;0;0;0;0;0;0;1;0;8;0;1;14;1;40;1;2;7122;23;1;2;2;2;2;2;2;2;2;1;0;1;1;0;1;0;0;2;1;97;2;8;10;10;10;5;0;0;23;99;23;0;3;1;2;0;0;0;0;0;0;0;"";1;2;0;0;0;0;0;0;0;"";1991;2024;0;0;0;0;0;0;0;"";2;1;2;"18:27:54";3;4;1;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";24;4;25;4;44;3;1;0;0;0;1;0;1;0;0;1;777;24,0;0;3;6;3;4;8;14;6;7;2;1;1;2;95;4;1,00083;1,10856;0,77931
3506;1984;9666;34;"N.P.";"N.P.";"N.P.";"N.P.";0;"N.P.";10;3;0;2;1;0;1;1948;9;0;4;2;6;6;6;96;96;8;"N.P.";3;2;2;4;3;2;3;3;2;1;4;4;4;2;2;2;2;2;2;3;3;3;3;3;3;1;6;3;9;6;1;1;2;2;14;35;14;7;3;5;3;6;4;3;4;3;4;4;4;4;4;1;7;1;7;7;3;3;3;3;3;3;3;3;4;10;1;99;0;0;1;0;0;3;1;0;1;0;1;9211;3;3;0;2;1;0;1;0;3;6;2;0;1;9;2;96;0;2;1;20;2;7231;45;0;0;0;0;0;0;1;0;0;7;0;1;2;2;0;5;1;4310;45;2;2;2;2;2;2;1;2;2;7;0;3;2;0;0;1;1;2;1;97;3;4;3;6;0;1;1;0;1;99;0;0;3;3;1;0;0;0;0;0;0;0;"";2;2;0;0;0;0;0;0;0;"";1928;1953;0;0;0;0;0;0;0;"";5;4;4;"N.P.";3;4;5;99;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;"23/05/2025";23;5;25;5;0;0;1;0;0;0;1;0;1;0;0;1;76;96,0;9;0;2;7;4;7;12;1;4;4;7;2;2;1;1;1,00083;1,10856;1,58274
3506;664;9668;41;"29/03/2025";"18:52:59";"29/03/2025";"19:39:29";2789;"1366;768";10;46;0;2;1;0;1;1973;10;0;4;4;0;0;1;98;98;8;"18:56:32";2;4;4;4;4;4;3;3;2;2;2;4;4;2;2;2;2;2;2;3;3;3;3;3;3;1;24;2;2;1;1;2;2;2;8;5;15;20;4;2;3;3;2;3;3;2;2;2;2;2;2;4;5;2;1;1;3;3;3;3;2;3;3;1;1;77;3;4;0;0;1;0;0;46;1;0;1;0;1;3117;4;3;0;3;1;0;1;0;13;22;1;98;1;3;1;9;40;1;1;22;3;3122;45;1;0;0;0;0;0;0;1;0;8;1;1;6;1;40;1;2;5230;47;1;2;2;2;2;2;2;1;2;8;1;1;0;96;96;96;96;2;1;97;4;6;4;7;2;1;3;0;19;99;0;0;1;0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;4;4;"19:38:15";3;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";29;3;25;6;47;3;1;0;0;0;1;0;1;0;0;1;51;98,0;3;0;6;3;4;1;3;3;5;4;1;0;2;3;4;1,00083;1,10856;0,73219
3506;549;9671;41;"27/03/2025";"9:30:44";"27/03/2025";"10:04:47";2039;"390;844";10;46;0;2;1;0;1;2000;6;0;3;5;0;0;1;98;98;9;"9:32:24";2;3;4;4;3;4;3;3;8;1;2;3;5;1;2;2;2;2;2;3;3;3;3;3;3;1;98;3;4;3;1;2;2;2;2;998;998;998;4;4;2;9;3;3;2;3;1;1;4;2;4;3;3;1;2;4;3;8;8;3;2;3;3;3;1;10;1;8;0;0;1;0;0;46;1;0;1;0;2;7230;98;7;0;0;1;0;1;0;7;98;2;0;2;2;2;96;0;2;2;0;3;7131;43;1;0;0;0;0;0;0;0;0;1;0;1;98;1;998;2;8;2611;69;"";"";"";"";"";"";"";"";1;9;0;1;0;96;96;96;96;2;0;97;8;4;98;98;10;3;0;0;1;19;0;0;77;0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;"";77;77;3;"10:03:41";3;4;3;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"N.P.";27;3;25;4;34;1;1;0;0;0;1;0;1;0;0;1;24;98,0;7;0;3;7;3;1;7;8;2;4;9;0;1;90;2;1,00083;1,10856;1,61148
